id,SalePrice
1461,144000.0
1462,151500.0
1463,236000.0
1464,222500.0
1465,201000.0
1466,181000.0
1467,272000.0
1468,178000.0
1469,175000.0
1470,112500.0
1471,193000.0
1472,113000.0
1473,88000.0
1474,146000.0
1475,145000.0
1476,485000.0
1477,227680.0
1478,232000.0
1479,325000.0
1480,315000.0
1481,197900.0
1482,196000.0
1483,201000.0
1484,192500.0
1485,188500.0
1486,178000.0
1487,240000.0
1488,174000.0
1489,147000.0
1490,165000.0
1491,214000.0
1492,58500.0
1493,232000.0
1494,193000.0
1495,213000.0
1496,187500.0
1497,174000.0
1498,172500.0
1499,151000.0
1500,160000.0
1501,155000.0
1502,177500.0
1503,224000.0
1504,189000.0
1505,189000.0
1506,142000.0
1507,175000.0
1508,143000.0
1509,124000.0
1510,145250.0
1511,157000.0
1512,125500.0
1513,112000.0
1514,136500.0
1515,135000.0
1516,104900.0
1517,143000.0
1518,145000.0
1519,272000.0
1520,136500.0
1521,110000.0
1522,154000.0
1523,135000.0
1524,145000.0
1525,112000.0
1526,135000.0
1527,145000.0
1528,105000.0
1529,154000.0
1530,155000.0
1531,139000.0
1532,100000.0
1533,147000.0
1534,115000.0
1535,147000.0
1536,128000.0
1537,60000.0
1538,178000.0
1539,107500.0
1540,85000.0
1541,112000.0
1542,112000.0
1543,177000.0
1544,85000.0
1545,119000.0
1546,119000.0
1547,125000.0
1548,113000.0
1549,105000.0
1550,132500.0
1551,189000.0
1552,135000.0
1553,178000.0
1554,125500.0
1555,143000.0
1556,112000.0
1557,55000.0
1558,136500.0
1559,85000.0
1560,105000.0
1561,129000.0
1562,153000.0
1563,142000.0
1564,153000.0
1565,176000.0
1566,190000.0
1567,105000.0
1568,240000.0
1569,127500.0
1570,147000.0
1571,124900.0
1572,129000.0
1573,224000.0
1574,102000.0
1575,277000.0
1576,290000.0
1577,227000.0
1578,135000.0
1579,127500.0
1580,190000.0
1581,151000.0
1582,129000.0
1583,213000.0
1584,189000.0
1585,136500.0
1586,112000.0
1587,112000.0
1588,136500.0
1589,145000.0
1590,132500.0
1591,136500.0
1592,139000.0
1593,167500.0
1594,129000.0
1595,141000.0
1596,119000.0
1597,143000.0
